fecha,cod_ine,CCAA,total
2020-03-19,10,C. Valenciana,647
2020-03-20,10,C. Valenciana,777
2020-03-21,10,C. Valenciana,947
2020-03-22,10,C. Valenciana,1136
2020-03-23,10,C. Valenciana,1311
2020-03-24,10,C. Valenciana,1562
2020-03-25,10,C. Valenciana,1842
2020-03-26,10,C. Valenciana,2097
2020-03-27,10,C. Valenciana,2357
2020-03-28,10,C. Valenciana,2606
2020-03-29,10,C. Valenciana,2773
2020-03-30,10,C. Valenciana,2914
2020-03-31,10,C. Valenciana,3111
2020-04-01,10,C. Valenciana,3253
2020-04-02,10,C. Valenciana,3389
2020-04-03,10,C. Valenciana,3492
2020-04-04,10,C. Valenciana,3560
2020-04-05,10,C. Valenciana,3620
2020-04-06,10,C. Valenciana,3668
2020-04-07,10,C. Valenciana,3698
2020-04-08,10,C. Valenciana,3713
2020-04-09,10,C. Valenciana,3815
2020-04-10,10,C. Valenciana,3987
2020-04-11,10,C. Valenciana,4132
2020-04-12,10,C. Valenciana,4149
2020-04-13,10,C. Valenciana,4269
2020-04-14,10,C. Valenciana,4397
2020-04-15,10,C. Valenciana,4465
2020-04-16,10,C. Valenciana,4524
2020-04-17,10,C. Valenciana,4605
2020-04-18,10,C. Valenciana,4708
2020-04-19,10,C. Valenciana,4781
2020-04-20,10,C. Valenciana,4827
2020-04-21,10,C. Valenciana,4866
2020-04-22,10,C. Valenciana,4896
2020-04-23,10,C. Valenciana,4917
2020-04-24,10,C. Valenciana,4945
2020-04-25,10,C. Valenciana,4978
2020-04-26,10,C. Valenciana,5013
2020-04-27,10,C. Valenciana,5032
2020-04-28,10,C. Valenciana,5046
2020-04-29,10,C. Valenciana,5072
2020-04-30,10,C. Valenciana,5096
2020-05-01,10,C. Valenciana,5126
2020-05-02,10,C. Valenciana,5153
2020-05-03,10,C. Valenciana,5181
2020-05-04,10,C. Valenciana,5204
2020-05-05,10,C. Valenciana,5214
2020-05-06,10,C. Valenciana,5225
2020-05-07,10,C. Valenciana,5252
2020-05-08,10,C. Valenciana,5287
2020-02-21,11,Extremadura,
2020-02-22,11,Extremadura,
2020-02-23,11,Extremadura,
2020-02-24,11,Extremadura,
2020-02-25,11,Extremadura,
2020-02-26,11,Extremadura,
2020-02-27,11,Extremadura,
2020-02-28,11,Extremadura,
2020-02-29,11,Extremadura,
2020-03-01,11,Extremadura,
2020-03-02,11,Extremadura,
2020-03-03,11,Extremadura,
2020-03-04,11,Extremadura,
2020-03-05,11,Extremadura,
2020-03-06,11,Extremadura,
2020-03-07,11,Extremadura,
2020-03-08,11,Extremadura,
2020-03-09,11,Extremadura,
2020-03-10,11,Extremadura,
2020-03-11,11,Extremadura,2
2020-03-12,11,Extremadura,2
2020-03-13,11,Extremadura,3
2020-03-14,11,Extremadura,3
2020-03-15,11,Extremadura,8
2020-03-16,11,Extremadura,9
2020-03-17,11,Extremadura,18
2020-03-18,11,Extremadura,27
2020-03-19,11,Extremadura,36
2020-03-20,11,Extremadura,44
2020-03-21,11,Extremadura,65
2020-03-22,11,Extremadura,87
2020-03-23,11,Extremadura,131
2020-03-24,11,Extremadura,161
2020-03-25,11,Extremadura,209
2020-03-26,11,Extremadura,241
2020-03-27,11,Extremadura,277
2020-03-28,11,Extremadura,312
2020-03-29,11,Extremadura,313
2020-03-30,11,Extremadura,353
2020-03-31,11,Extremadura,371
2020-04-01,11,Extremadura,372
2020-04-02,11,Extremadura,412
2020-04-03,11,Extremadura,415
2020-04-04,11,Extremadura,453
2020-04-05,11,Extremadura,417
2020-04-06,11,Extremadura,453
2020-04-07,11,Extremadura,686
2020-04-08,11,Extremadura,898
2020-04-09,11,Extremadura,958
2020-04-10,11,Extremadura,1003
2020-04-11,11,Extremadura,1052
2020-04-12,11,Extremadura,1074
2020-04-13,11,Extremadura,1096
2020-04-14,11,Extremadura,1114
2020-04-15,11,Extremadura,1155
2020-04-16,11,Extremadura,1186
2020-04-17,11,Extremadura,1212
2020-04-18,11,Extremadura,1240
2020-04-19,11,Extremadura,1278
2020-04-20,11,Extremadura,1306
2020-04-21,11,Extremadura,1327
2020-04-22,11,Extremadura,1349
2020-04-23,11,Extremadura,1375
2020-04-24,11,Extremadura,1413
2020-04-25,11,Extremadura,1447
2020-04-26,11,Extremadura,1480
2020-04-27,11,Extremadura,1490
2020-04-28,11,Extremadura,1505
2020-04-29,11,Extremadura,1526
2020-04-30,11,Extremadura,1550
2020-05-01,11,Extremadura,1565
2020-05-02,11,Extremadura,1592
2020-05-03,11,Extremadura,1603
2020-05-04,11,Extremadura,1618
2020-05-05,11,Extremadura,1629
2020-05-06,11,Extremadura,1650
2020-05-07,11,Extremadura,1664
2020-05-08,11,Extremadura,1678
2020-02-21,12,Galicia,
2020-02-22,12,Galicia,
2020-02-23,12,Galicia,
2020-02-24,12,Galicia,
2020-02-25,12,Galicia,
2020-02-26,12,Galicia,
2020-02-27,12,Galicia,
2020-02-28,12,Galicia,
2020-02-29,12,Galicia,
2020-03-01,12,Galicia,
2020-03-02,12,Galicia,
2020-03-03,12,Galicia,
2020-03-04,12,Galicia,
2020-03-05,12,Galicia,
2020-03-06,12,Galicia,
2020-03-07,12,Galicia,
2020-03-08,12,Galicia,
2020-03-09,12,Galicia,
2020-03-10,12,Galicia,
2020-03-11,12,Galicia,7
2020-03-12,12,Galicia,7
2020-03-13,12,Galicia,15
2020-03-14,12,Galicia,32
2020-03-15,12,Galicia,32
2020-03-16,12,Galicia,49
2020-03-17,12,Galicia,49
2020-03-18,12,Galicia,63
2020-03-19,12,Galicia,100
2020-03-20,12,Galicia,138
2020-03-21,12,Galicia,168
2020-03-22,12,Galicia,227
2020-03-23,12,Galicia,270
2020-03-24,12,Galicia,338
2020-03-25,12,Galicia,412
2020-03-26,12,Galicia,503
2020-03-27,12,Galicia,557
2020-03-28,12,Galicia,906
2020-03-29,12,Galicia,1043
2020-03-30,12,Galicia,1147
2020-03-31,12,Galicia,1250
2020-04-01,12,Galicia,1338
2020-04-02,12,Galicia,1447
2020-04-03,12,Galicia,1630
2020-04-04,12,Galicia,1767
2020-04-05,12,Galicia,1831
2020-04-06,12,Galicia,1916
2020-04-07,12,Galicia,1968
2020-04-08,12,Galicia,2014
2020-04-09,12,Galicia,2094
2020-04-10,12,Galicia,2165
2020-04-11,12,Galicia,2215
2020-04-12,12,Galicia,2306
2020-04-13,12,Galicia,2344
2020-04-14,12,Galicia,2403
2020-04-15,12,Galicia,2471
2020-04-16,12,Galicia,2494
2020-04-17,12,Galicia,2535
2020-04-18,12,Galicia,2554
2020-04-19,12,Galicia,2590
2020-04-20,12,Galicia,2609
2020-04-21,12,Galicia,2652
2020-04-22,12,Galicia,2674
2020-04-23,12,Galicia,2694
2020-04-24,12,Galicia,2707
2020-04-25,12,Galicia,2722
2020-04-26,12,Galicia,2735
2020-04-27,12,Galicia,2746
2020-04-28,12,Galicia,2758
2020-04-29,12,Galicia,2736
2020-04-30,12,Galicia,2747
2020-05-01,12,Galicia,2759
2020-05-02,12,Galicia,2769
2020-05-03,12,Galicia,2774
2020-05-04,12,Galicia,2782
2020-05-05,12,Galicia,2792
2020-05-06,12,Galicia,2811
2020-05-07,12,Galicia,2833
2020-05-08,12,Galicia,2857
2020-02-21,13,Madrid,
2020-02-22,13,Madrid,
2020-02-23,13,Madrid,
2020-02-24,13,Madrid,
2020-02-25,13,Madrid,
2020-02-26,13,Madrid,
2020-02-27,13,Madrid,
2020-02-28,13,Madrid,
2020-02-29,13,Madrid,
2020-03-01,13,Madrid,
2020-03-02,13,Madrid,
2020-03-03,13,Madrid,
2020-03-04,13,Madrid,
2020-03-05,13,Madrid,
2020-03-06,13,Madrid,
2020-03-07,13,Madrid,
2020-03-08,13,Madrid,
2020-03-09,13,Madrid,
2020-03-10,13,Madrid,
2020-03-11,13,Madrid,0
2020-03-12,13,Madrid,0
2020-03-13,13,Madrid,1304
2020-03-14,13,Madrid,1518
2020-03-15,13,Madrid,2337
2020-03-16,13,Madrid,2337
2020-03-17,13,Madrid,3710
2020-03-18,13,Madrid,3778
2020-03-19,13,Madrid,5168
2020-03-20,13,Madrid,6338
2020-03-21,13,Madrid,7388
2020-03-22,13,Madrid,8441
2020-03-23,13,Madrid,9561
2020-03-24,13,Madrid,10443
2020-03-25,13,Madrid,11153
2020-03-26,13,Madrid,12440
2020-03-27,13,Madrid,13580
2020-03-28,13,Madrid,14211
2020-03-29,13,Madrid,14454
2020-03-30,13,Madrid,14917
2020-03-31,13,Madrid,15140
2020-04-01,13,Madrid,15227
2020-04-02,13,Madrid,15227
2020-04-03,13,Madrid,15050
2020-04-04,13,Madrid,14741
2020-04-05,13,Madrid,14551
2020-04-06,13,Madrid,14501
2020-04-07,13,Madrid,13950
2020-04-08,13,Madrid,13289
2020-04-09,13,Madrid,12853
2020-04-10,13,Madrid,12432
2020-04-11,13,Madrid,11894
2020-04-12,13,Madrid,11424
2020-04-13,13,Madrid,11233
2020-04-14,13,Madrid,10753
2020-04-15,13,Madrid,10116
2020-04-16,13,Madrid,9653
2020-04-17,13,Madrid,9141
2020-04-18,13,Madrid,8597
2020-04-19,13,Madrid,8291
2020-04-20,13,Madrid,8191
2020-04-21,13,Madrid,7930
2020-04-22,13,Madrid,7464
2020-04-23,13,Madrid,7077
2020-04-24,13,Madrid,6601
2020-04-25,13,Madrid,6183
2020-04-26,13,Madrid,5892
2020-04-27,13,Madrid,39472
2020-04-28,13,Madrid,39634
2020-04-29,13,Madrid,39850
2020-04-30,13,Madrid,40076
2020-05-01,13,Madrid,40293
2020-05-02,13,Madrid,40457
2020-05-03,13,Madrid,40597
2020-05-04,13,Madrid,40741
2020-05-05,13,Madrid,40851
2020-05-06,13,Madrid,41031
2020-05-07,13,Madrid,41159
2020-05-08,13,Madrid,41304
2020-02-21,19,Melilla,
2020-02-22,19,Melilla,
2020-02-23,19,Melilla,
2020-02-24,19,Melilla,
2020-02-25,19,Melilla,
2020-02-26,19,Melilla,
2020-02-27,19,Melilla,
2020-02-28,19,Melilla,
2020-02-29,19,Melilla,
2020-03-01,19,Melilla,
2020-03-02,19,Melilla,
2020-03-03,19,Melilla,
2020-03-04,19,Melilla,
2020-03-05,19,Melilla,
2020-03-06,19,Melilla,
2020-03-07,19,Melilla,
2020-03-08,19,Melilla,
2020-03-09,19,Melilla,
2020-03-10,19,Melilla,
2020-03-11,19,Melilla,0
2020-03-12,19,Melilla,0
2020-03-13,19,Melilla,3
2020-03-14,19,Melilla,3
2020-03-15,19,Melilla,4
2020-03-16,19,Melilla,4
2020-03-17,19,Melilla,4
2020-03-18,19,Melilla,4
2020-03-19,19,Melilla,4
2020-03-20,19,Melilla,5
2020-03-21,19,Melilla,8
2020-03-22,19,Melilla,12
2020-03-23,19,Melilla,12
2020-03-24,19,Melilla,12
2020-03-25,19,Melilla,14
2020-03-26,19,Melilla,16
2020-03-27,19,Melilla,18
2020-03-28,19,Melilla,22
2020-03-29,19,Melilla,24
2020-03-30,19,Melilla,27
2020-03-31,19,Melilla,27
2020-04-01,19,Melilla,32
2020-04-02,19,Melilla,32
2020-04-03,19,Melilla,34
2020-04-04,19,Melilla,37
2020-04-05,19,Melilla,38
2020-04-06,19,Melilla,38
2020-04-07,19,Melilla,40
2020-04-08,19,Melilla,40
2020-04-09,19,Melilla,40
2020-04-10,19,Melilla,41
2020-04-11,19,Melilla,43
2020-04-12,19,Melilla,43
2020-04-13,19,Melilla,43
2020-04-14,19,Melilla,43
2020-04-15,19,Melilla,43
2020-04-16,19,Melilla,43
2020-04-17,19,Melilla,44
2020-04-18,19,Melilla,44
2020-04-19,19,Melilla,44
2020-04-20,19,Melilla,44
2020-04-21,19,Melilla,44
2020-04-22,19,Melilla,44
2020-04-23,19,Melilla,44
2020-04-24,19,Melilla,44
2020-04-25,19,Melilla,44
2020-04-26,19,Melilla,44
2020-04-27,19,Melilla,44
2020-04-28,19,Melilla,44
2020-04-29,19,Melilla,44
2020-04-30,19,Melilla,44
2020-05-01,19,Melilla,44
2020-05-02,19,Melilla,44
2020-05-03,19,Melilla,44
2020-05-04,19,Melilla,44
2020-05-05,19,Melilla,44
2020-05-06,19,Melilla,44
2020-05-07,19,Melilla,44
2020-05-08,19,Melilla,44
2020-02-21,14,Murcia,
2020-02-22,14,Murcia,
2020-02-23,14,Murcia,
2020-02-24,14,Murcia,
2020-02-25,14,Murcia,
2020-02-26,14,Murcia,
2020-02-27,14,Murcia,
2020-02-28,14,Murcia,
2020-02-29,14,Murcia,
2020-03-01,14,Murcia,
2020-03-02,14,Murcia,
2020-03-03,14,Murcia,
2020-03-04,14,Murcia,
2020-03-05,14,Murcia,
2020-03-06,14,Murcia,
2020-03-07,14,Murcia,
2020-03-08,14,Murcia,
2020-03-09,14,Murcia,
2020-03-10,14,Murcia,
2020-03-11,14,Murcia,4
2020-03-12,14,Murcia,5
2020-03-13,14,Murcia,8
2020-03-14,14,Murcia,8
2020-03-15,14,Murcia,13
2020-03-16,14,Murcia,13
2020-03-17,14,Murcia,18
2020-03-18,14,Murcia,22
2020-03-19,14,Murcia,36
2020-03-20,14,Murcia,47
2020-03-21,14,Murcia,61
2020-03-22,14,Murcia,78
2020-03-23,14,Murcia,80
2020-03-24,14,Murcia,99
2020-03-25,14,Murcia,127
2020-03-26,14,Murcia,172
2020-03-27,14,Murcia,209
2020-03-28,14,Murcia,231
2020-03-29,14,Murcia,260
2020-03-30,14,Murcia,265
2020-03-31,14,Murcia,283
2020-04-01,14,Murcia,304
2020-04-02,14,Murcia,389
2020-04-03,14,Murcia,405
2020-04-04,14,Murcia,434
2020-04-05,14,Murcia,447
2020-04-06,14,Murcia,468
2020-04-07,14,Murcia,500
2020-04-08,14,Murcia,515
2020-04-09,14,Murcia,533
2020-04-10,14,Murcia,533
2020-04-11,14,Murcia,533
2020-04-12,14,Murcia,537
2020-04-13,14,Murcia,543
2020-04-14,14,Murcia,566
2020-04-15,14,Murcia,574
2020-04-16,14,Murcia,575
2020-04-17,14,Murcia,585
2020-04-18,14,Murcia,611
2020-04-19,14,Murcia,612
2020-04-20,14,Murcia,612
2020-04-21,14,Murcia,614
2020-04-22,14,Murcia,622
2020-04-23,14,Murcia,624
2020-04-24,14,Murcia,625
2020-04-25,14,Murcia,625
2020-04-26,14,Murcia,627
2020-04-27,14,Murcia,627
2020-04-28,14,Murcia,629
2020-04-29,14,Murcia,635
2020-04-30,14,Murcia,637
2020-05-01,14,Murcia,638
2020-05-02,14,Murcia,639
2020-05-03,14,Murcia,641
2020-05-04,14,Murcia,645
2020-05-05,14,Murcia,650
2020-05-06,14,Murcia,650
2020-05-07,14,Murcia,652
2020-05-08,14,Murcia,659
2020-02-21,15,Navarra,
2020-02-22,15,Navarra,
2020-02-23,15,Navarra,
2020-02-24,15,Navarra,
2020-02-25,15,Navarra,
2020-02-26,15,Navarra,
2020-02-27,15,Navarra,
2020-02-28,15,Navarra,
2020-02-29,15,Navarra,
2020-03-01,15,Navarra,
2020-03-02,15,Navarra,
2020-03-03,15,Navarra,
2020-03-04,15,Navarra,
2020-03-05,15,Navarra,
2020-03-06,15,Navarra,
2020-03-07,15,Navarra,
2020-03-08,15,Navarra,
2020-03-09,15,Navarra,
2020-03-10,15,Navarra,
2020-03-11,15,Navarra,10
2020-03-12,15,Navarra,17
2020-03-13,15,Navarra,28
2020-03-14,15,Navarra,28
2020-03-15,15,Navarra,34
2020-03-16,15,Navarra,58
2020-03-17,15,Navarra,72
2020-03-18,15,Navarra,93
2020-03-19,15,Navarra,132
2020-03-20,15,Navarra,172
2020-03-21,15,Navarra,222
2020-03-22,15,Navarra,288
2020-03-23,15,Navarra,339
2020-03-24,15,Navarra,405
2020-03-25,15,Navarra,506
2020-03-26,15,Navarra,649
2020-03-27,15,Navarra,732
2020-03-28,15,Navarra,827
2020-03-29,15,Navarra,896
2020-03-30,15,Navarra,955
2020-03-31,15,Navarra,1035
2020-04-01,15,Navarra,1120
2020-04-02,15,Navarra,1181
2020-04-03,15,Navarra,1284
2020-04-04,15,Navarra,1341
2020-04-05,15,Navarra,1399
2020-04-06,15,Navarra,1432
2020-04-07,15,Navarra,1488
2020-04-08,15,Navarra,1526
2020-04-09,15,Navarra,1526
2020-04-10,15,Navarra,1620
2020-04-11,15,Navarra,1641
2020-04-12,15,Navarra,1663
2020-04-13,15,Navarra,1693
2020-04-14,15,Navarra,1705
2020-04-15,15,Navarra,1731
2020-04-16,15,Navarra,1752
2020-04-17,15,Navarra,1781
2020-04-18,15,Navarra,1829
2020-04-19,15,Navarra,1843
2020-04-20,15,Navarra,1856
2020-04-21,15,Navarra,1877
2020-04-22,15,Navarra,1894
2020-04-23,15,Navarra,1907
2020-04-24,15,Navarra,1915
2020-04-25,15,Navarra,1937
2020-04-26,15,Navarra,1942
2020-04-27,15,Navarra,1942
2020-04-28,15,Navarra,1945
2020-04-29,15,Navarra,1951
2020-04-30,15,Navarra,1965
2020-05-01,15,Navarra,1977
2020-05-02,15,Navarra,1979
2020-05-03,15,Navarra,1986
2020-05-04,15,Navarra,1990
2020-05-05,15,Navarra,1995
2020-05-06,15,Navarra,2005
2020-05-07,15,Navarra,2015
2020-05-08,15,Navarra,2015
2020-02-21,16,País Vasco,
2020-02-22,16,País Vasco,
2020-02-23,16,País Vasco,
2020-02-24,16,País Vasco,
2020-02-25,16,País Vasco,
2020-02-26,16,País Vasco,
2020-02-27,16,País Vasco,
2020-02-28,16,País Vasco,
2020-02-29,16,País Vasco,
2020-03-01,16,País Vasco,
2020-03-02,16,País Vasco,
2020-03-03,16,País Vasco,
2020-03-04,16,País Vasco,
2020-03-05,16,País Vasco,
2020-03-06,16,País Vasco,
2020-03-07,16,País Vasco,
2020-03-08,16,País Vasco,
2020-03-09,16,País Vasco,
2020-03-10,16,País Vasco,
2020-03-11,16,País Vasco,102
2020-03-12,16,País Vasco,146
2020-03-13,16,País Vasco,179
2020-03-14,16,País Vasco,179
2020-03-15,16,País Vasco,262
2020-03-16,16,País Vasco,262
2020-03-17,16,País Vasco,309
2020-03-18,16,País Vasco,353
2020-03-19,16,País Vasco,455
2020-03-20,16,País Vasco,550
2020-03-21,16,País Vasco,654
2020-03-22,16,País Vasco,988
2020-03-23,16,País Vasco,1252
2020-03-24,16,País Vasco,1425
2020-03-25,16,País Vasco,1577
2020-03-26,16,País Vasco,1907
2020-03-27,16,País Vasco,2270
2020-03-28,16,País Vasco,2612
2020-03-29,16,País Vasco,3106
2020-03-30,16,País Vasco,3427
2020-03-31,16,País Vasco,3594
2020-04-01,16,País Vasco,3806
2020-04-02,16,País Vasco,4087
2020-04-03,16,País Vasco,4283
2020-04-04,16,País Vasco,4522
2020-04-05,16,País Vasco,4666
2020-04-06,16,País Vasco,4794
2020-04-07,16,País Vasco,4856
2020-04-08,16,País Vasco,4982
2020-04-09,16,País Vasco,5130
2020-04-10,16,País Vasco,5290
2020-04-11,16,País Vasco,5402
2020-04-12,16,País Vasco,5547
2020-04-13,16,País Vasco,5622
2020-04-14,16,País Vasco,5679
2020-04-15,16,País Vasco,5750
2020-04-16,16,País Vasco,5863
2020-04-17,16,País Vasco,5939
2020-04-18,16,País Vasco,6030
2020-04-19,16,País Vasco,6086
2020-04-20,16,País Vasco,6109
2020-04-21,16,País Vasco,6141
2020-04-22,16,País Vasco,6201
2020-04-23,16,País Vasco,6260
2020-04-24,16,País Vasco,6315
2020-04-25,16,País Vasco,6375
2020-04-26,16,País Vasco,6426
2020-04-27,16,País Vasco,6457
2020-04-28,16,País Vasco,6482
2020-04-29,16,País Vasco,6522
2020-04-30,16,País Vasco,6561
2020-05-01,16,País Vasco,6607
2020-05-02,16,País Vasco,6659
2020-05-03,16,País Vasco,6692
2020-05-04,16,País Vasco,6719
2020-05-05,16,País Vasco,6736
2020-05-06,16,País Vasco,6781
2020-05-07,16,País Vasco,6797
2020-05-08,16,País Vasco,6818
2020-02-21,17,La Rioja,
2020-02-22,17,La Rioja,
2020-02-23,17,La Rioja,
2020-02-24,17,La Rioja,
2020-02-25,17,La Rioja,
2020-02-26,17,La Rioja,
2020-02-27,17,La Rioja,
2020-02-28,17,La Rioja,
2020-02-29,17,La Rioja,
2020-03-01,17,La Rioja,
2020-03-02,17,La Rioja,
2020-03-03,17,La Rioja,
2020-03-04,17,La Rioja,
2020-03-05,17,La Rioja,
2020-03-06,17,La Rioja,
2020-03-07,17,La Rioja,
2020-03-08,17,La Rioja,
2020-03-09,17,La Rioja,
2020-03-10,17,La Rioja,
2020-03-11,17,La Rioja,13
2020-03-12,17,La Rioja,21
2020-03-13,17,La Rioja,27
2020-03-14,17,La Rioja,38
2020-03-15,17,La Rioja,58
2020-03-16,17,La Rioja,64
2020-03-17,17,La Rioja,82
2020-03-18,17,La Rioja,99
2020-03-19,17,La Rioja,121
2020-03-20,17,La Rioja,122
2020-03-21,17,La Rioja,128
2020-03-22,17,La Rioja,134
2020-03-23,17,La Rioja,166
2020-03-24,17,La Rioja,206
2020-03-25,17,La Rioja,254
2020-03-26,17,La Rioja,316
2020-03-27,17,La Rioja,388
2020-03-28,17,La Rioja,458
2020-03-29,17,La Rioja,497
2020-03-30,17,La Rioja,517
2020-03-31,17,La Rioja,575
2020-04-01,17,La Rioja,619
2020-04-02,17,La Rioja,660
2020-04-03,17,La Rioja,738
2020-04-04,17,La Rioja,805
2020-04-05,17,La Rioja,855
2020-04-06,17,La Rioja,888
2020-04-07,17,La Rioja,918
2020-04-08,17,La Rioja,955
2020-04-09,17,La Rioja,997
2020-04-10,17,La Rioja,1047
2020-04-11,17,La Rioja,1082
2020-04-12,17,La Rioja,1122
2020-04-13,17,La Rioja,1141
2020-04-14,17,La Rioja,1152
2020-04-15,17,La Rioja,1182
2020-04-16,17,La Rioja,1207
2020-04-17,17,La Rioja,1226
2020-04-18,17,La Rioja,1249
2020-04-19,17,La Rioja,1268
2020-04-20,17,La Rioja,1282
2020-04-21,17,La Rioja,1297
2020-04-22,17,La Rioja,1318
2020-04-23,17,La Rioja,1331
2020-04-24,17,La Rioja,1344
2020-04-25,17,La Rioja,1360
2020-04-26,17,La Rioja,1380
2020-04-27,17,La Rioja,1392
2020-04-28,17,La Rioja,1400
2020-04-29,17,La Rioja,1413
2020-04-30,17,La Rioja,1424
2020-05-01,17,La Rioja,1433
2020-05-02,17,La Rioja,1439
2020-05-03,17,La Rioja,1446
2020-05-04,17,La Rioja,1449
2020-05-05,17,La Rioja,1452
2020-05-06,17,La Rioja,1458
2020-05-07,17,La Rioja,1463
2020-05-08,17,La Rioja,1469
