Fecha publicación,cod_ine,CCAA,Dosis entregadas Pfizer,Dosis entregadas Moderna,Dosis entregadas AstraZeneca,Dosis entregadas totales,Dosis administradas,Porcentaje de dosis administradas por 100 habitantes,Porcentaje sobre entregadas,Personas con pauta completa,Porcentaje con pauta completa,Fecha de la última vacuna registrada,Última fecha de actualización
2021-01-22,05,Canarias,46.185,1.300,,47.485,47.068,"2,10","99,1",2.865,"0,13",21/01/2021,
2021-01-22,06,Cantabria,20.625,500,,21.125,20.462,"3,51","96,9",241,"0,04",21/01/2021,
2021-01-22,07,Castilla y Leon,93.315,2.500,,95.815,86.370,"3,61","90,1",6.060,"0,25",21/01/2021,
2021-01-22,08,Castilla La Mancha,61.875,1.700,,63.575,57.031,"2,79","89,7",1.593,"0,08",21/01/2021,
2021-01-22,09,Cataluña,211.220,5.800,,217.020,173.147,"2,26","79,8",4.101,"0,05",21/01/2021,
2021-01-22,10,C. Valenciana,109.000,2.900,,111.900,103.426,"2,05","92,4",4.139,"0,08",21/01/2021,
2021-01-22,11,Extremadura,39.275,1.000,,40.275,32.979,"3,11","81,9",638,"0,06",21/01/2021,
2021-01-22,12,Galicia,66.805,1.800,,68.605,65.394,"2,42","95,3",7.204,"0,27",21/01/2021,
2021-01-22,17,La Rioja,11.765,200,,11.965,8.967,"2,84","74,9",317,"0,10",21/01/2021,
2021-01-22,13,Madrid,171.915,4.700,,176.615,154.778,"2,29","87,6",2.263,"0,03",21/01/2021,
2021-01-22,14,Murcia,45.185,1.200,,46.385,42.261,"2,80","91,1",2.086,"0,14",22/01/2021,
2021-01-22,15,Navarra,20.625,500,,21.125,16.310,"2,48","77,2",807,"0,12",21/01/2021,
2021-01-22,16,País Vasco,55.980,1.400,,57.380,41.474,"1,89","72,3",3.044,"0,14",21/01/2021,
2021-01-22,18,Ceuta,1.980,200,,2.180,1.641,"1,95","75,3",373,"0,44",21/01/2021,
2021-01-22,19,Melilla,1.980,200,,2.180,1.500,"1,78","68,8",203,"0,24",20/01/2021,
2021-01-22,00,España,1.310.400,35.700,,1.346.100,1.165.825,"2,46","86,6",68.456,"0,14",,
2021-01-25,01,Andalucía,244.620,6.800,,251.420,226.309,"2,67",90,25.516,"0,30",24/01/2021,
2021-01-25,02,Aragón,41.265,1.200,,42.465,42.539,"3,20","100,2",2.222,"0,17",24/01/2021,
2021-01-25,03,Asturias,44.195,1.200,,45.395,43.926,"4,33","96,8",9.030,"0,89",22/01/2021,
2021-01-25,04,Baleares,22.590,600,,23.190,22.083,"1,82","95,2",2.713,"0,22",23/01/2021,
2021-01-25,05,Canarias,46.185,1.300,,47.485,50.110,"2,23","105,5",3.993,"0,18",24/01/2021,
2021-01-25,06,Cantabria,20.625,500,,21.125,20.463,"3,51","96,9",241,"0,04",23/01/2021,
2021-01-25,07,Castilla y Leon,93.315,2.500,,95.815,94.057,"3,93","98,2",9.593,"0,40",24/01/2021,
2021-01-25,08,Castilla La Mancha,61.875,1.700,,63.575,61.388,"3,00","96,6",2.008,"0,10",24/01/2021,
2021-01-25,09,Cataluña,211.220,5.800,,217.020,184.778,"2,41","85,1",7.472,"0,10",24/01/2021,
2021-01-25,10,C. Valenciana,109.000,2.900,,111.900,104.449,"2,07","93,3",4.532,"0,09",23/01/2021,
2021-01-25,11,Extremadura,39.275,1.000,,40.275,33.125,"3,13","82,2",638,"0,06",23/01/2021,
2021-01-25,12,Galicia,66.805,1.800,,68.605,66.873,"2,48","97,5",8.602,"0,32",23/01/2021,
2021-01-25,17,La Rioja,11.765,200,,11.965,9.166,"2,90","76,6",317,"0,10",22/01/2021,
2021-01-25,13,Madrid,171.915,4.700,,176.615,165.514,"2,45","93,7",2.634,"0,04",24/01/2021,
2021-01-25,14,Murcia,45.185,1.200,,46.385,46.444,"3,08","100,1",4.447,"0,29",24/01/2021,
2021-01-25,15,Navarra,20.625,500,,21.125,17.053,"2,59","80,7",809,"0,12",22/01/2021,
2021-01-25,16,País Vasco,55.980,1.400,,57.380,46.124,"2,11","80,4",3.355,"0,15",23/01/2021,
2021-01-25,18,Ceuta,1.980,200,,2.180,1.692,"2,01","77,6",373,"0,44",21/01/2021,
2021-01-25,19,Melilla,1.980,200,,2.180,1.500,"1,78","68,8",203,"0,24",20/01/2021,
2021-01-25,00,España,1.310.400,35.700,,1.346.100,1.237.593,"2,61","91,9",88.698,"0,19",,
2021-01-26,01,Andalucía,244.620,6.800,,251.420,251.172,"2,96","99,9",37.978,"0,45",25/01/2021,
2021-01-26,02,Aragón,41.265,1.200,,42.465,43.531,"3,27","102,5",2.945,"0,22",25/01/2021,
2021-01-26,03,Asturias,44.195,1.200,,45.395,44.087,"4,34","97,1",10.694,"1,05",25/01/2021,
2021-01-26,04,Baleares,22.590,600,,23.190,22.372,"1,84","96,5",2.879,"0,24",25/01/2021,
2021-01-26,05,Canarias,46.185,1.300,,47.485,52.768,"2,35","111,1",5.149,"0,23",25/01/2021,
2021-01-26,06,Cantabria,20.625,500,,21.125,20.743,"3,56","98,2",300,"0,05",23/01/2021,
2021-01-26,07,Castilla y Leon,93.315,2.500,,95.815,99.536,"4,16","103,9",13.245,"0,55",25/01/2021,
2021-01-26,08,Castilla La Mancha,61.875,1.700,,63.575,64.349,"3,15","101,2",3.623,"0,18",25/01/2021,
2021-01-26,09,Cataluña,211.220,5.800,,217.020,182.713,"2,39","84,2",9.620,"0,13",25/01/2021,
2021-01-26,10,C. Valenciana,109.000,2.900,,111.900,105.490,"2,09","94,3",5.393,"0,11",25/01/2021,
2021-01-26,11,Extremadura,39.275,1.000,,40.275,35.441,"3,35",88,1.721,"0,16",25/01/2021,
2021-01-26,12,Galicia,66.805,1.800,,68.605,70.384,"2,61","102,6",12.042,"0,45",25/01/2021,
2021-01-26,17,La Rioja,11.765,200,,11.965,9.387,"2,97","78,5",455,"0,14",25/01/2021,
2021-01-26,13,Madrid,171.915,4.700,,176.615,169.501,"2,51",96,4.073,"0,06",25/01/2021,
2021-01-26,14,Murcia,45.185,1.200,,46.385,48.652,"3,22","104,9",5.829,"0,39",25/01/2021,
2021-01-26,15,Navarra,20.625,500,,21.125,18.703,"2,85","88,5",1.757,"0,27",25/01/2021,
2021-01-26,16,País Vasco,55.980,1.400,,57.380,48.927,"2,23","85,3",5.159,"0,24",25/01/2021,
2021-01-26,18,Ceuta,1.980,200,,2.180,1.829,"2,18","83,9",503,"0,60",25/01/2021,
2021-01-26,19,Melilla,1.980,200,,2.180,1.631,"1,94","74,8",332,"0,39",25/01/2021,
2021-01-26,00,España,1.310.400,35.700,,1.346.100,1.291.216,"2,73","95,9",123.697,"0,26",,
2021-01-27,01,Andalucía,324.180,6.800,,330.980,257.976,"3,04","77,9",50.951,"0,60",26/01/2021,
2021-01-27,02,Aragón,55.305,1.200,,56.505,47.835,"3,59","84,7",5.860,"0,44",26/01/2021,
2021-01-27,03,Asturias,58.235,1.200,,59.435,49.077,"4,83","82,6",13.727,"1,35",26/01/2021,
2021-01-27,04,Baleares,29.610,600,,30.210,23.603,"1,94","78,1",3.114,"0,26",26/01/2021,
2021-01-27,05,Canarias,64.320,1.300,,65.620,54.653,"2,43","83,3",6.434,"0,29",26/01/2021,
2021-01-27,06,Cantabria,27.645,500,,28.145,20.910,"3,59","74,3",300,"0,05",26/01/2021,
2021-01-27,07,Castilla y Leon,121.395,2.500,,123.895,104.197,"4,36","84,1",18.756,"0,78",26/01/2021,
2021-01-27,08,Castilla La Mancha,82.935,1.700,,84.635,68.522,"3,35",81,6.982,"0,34",26/01/2021,
2021-01-27,09,Cataluña,280.250,5.800,,286.050,201.650,"2,63","70,5",18.426,"0,24",26/01/2021,
2021-01-27,10,C. Valenciana,142.930,2.900,,145.830,108.454,"2,15","74,4",7.304,"0,15",26/01/2021,
2021-01-27,11,Extremadura,50.975,1.000,,51.975,37.790,"3,57","72,7",3.134,"0,30",26/01/2021,
2021-01-27,12,Galicia,87.865,1.800,,89.665,72.676,"2,69","81,1",14.235,"0,53",26/01/2021,
2021-01-27,17,La Rioja,14.105,200,,14.305,9.618,"3,04","67,2",684,"0,22",26/01/2021,
2021-01-27,13,Madrid,228.075,4.700,,232.775,174.094,"2,58","74,8",5.611,"0,08",26/01/2021,
2021-01-27,14,Murcia,59.225,1.200,,60.425,50.957,"3,38","84,3",7.453,"0,49",26/01/2021,
2021-01-27,15,Navarra,27.645,500,,28.145,20.057,"3,05","71,3",2.541,"0,39",26/01/2021,
2021-01-27,16,País Vasco,74.700,1.400,,76.100,50.850,"2,32","66,8",6.637,"0,30",26/01/2021,
2021-01-27,18,Ceuta,1.980,200,,2.180,1.829,"2,18","83,9",503,"0,60",25/01/2021,
2021-01-27,19,Melilla,1.980,200,,2.180,1.713,"2,03","78,6",414,"0,49",26/01/2021,
2021-01-27,00,España,1.733.355,35.700,,1.769.055,1.356.461,"2,86","76,7",173.066,"0,37",,
2021-01-28,01,Andalucía,324.180,6.800,,330.980,265.620,"3,13","80,3",55.004,"0,65",27/01/2021,
2021-01-28,02,Aragón,55.305,1.200,,56.505,49.453,"3,71","87,5",6.806,"0,51",27/01/2021,
2021-01-28,03,Asturias,58.235,1.200,,59.435,49.857,"4,91","83,9",14.080,"1,39",27/01/2021,
2021-01-28,04,Baleares,29.610,600,,30.210,23.540,"1,94","77,9",3.295,"0,27",27/01/2021,
2021-01-28,05,Canarias,64.320,1.300,,65.620,56.385,"2,51","85,9",6.864,"0,31",27/01/2021,
2021-01-28,06,Cantabria,27.645,500,,28.145,21.469,"3,69","76,3",782,"0,13",27/01/2021,
2021-01-28,07,Castilla y Leon,121.395,2.500,,123.895,108.203,"4,52","87,3",19.658,"0,82",27/01/2021,
2021-01-28,08,Castilla La Mancha,82.935,1.700,,84.635,71.484,"3,50","84,5",7.628,"0,37",27/01/2021,
2021-01-28,09,Cataluña,280.250,5.800,,286.050,208.177,"2,72","72,8",23.262,"0,30",27/01/2021,
2021-01-28,10,C. Valenciana,142.930,2.900,,145.830,109.716,"2,18","75,2",8.948,"0,18",27/01/2021,
2021-01-28,11,Extremadura,50.975,1.000,,51.975,39.821,"3,76","76,6",3.135,"0,30",27/01/2021,
2021-01-28,12,Galicia,87.865,1.800,,89.665,74.278,"2,75","82,8",15.827,"0,59",27/01/2021,
2021-01-28,17,La Rioja,14.105,200,,14.305,10.283,"3,25","71,9",1.084,"0,34",27/01/2021,
2021-01-28,13,Madrid,228.075,4.700,,232.775,177.972,"2,63","76,5",6.987,"0,10",27/01/2021,
2021-01-28,14,Murcia,59.225,1.200,,60.425,53.447,"3,54","88,5",8.713,"0,58",27/01/2021,
2021-01-28,15,Navarra,27.645,500,,28.145,21.007,"3,20","74,6",2.797,"0,43",27/01/2021,
2021-01-28,16,País Vasco,74.700,1.400,,76.100,51.436,"2,35","67,6",6.906,"0,32",27/01/2021,
2021-01-28,18,Ceuta,1.980,200,,2.180,1.757,"2,09","80,6",569,"0,68",26/01/2021,
2021-01-28,19,Melilla,1.980,200,,2.180,1.713,"2,03","78,6",414,"0,49",26/01/2021,
2021-01-28,00,España,1.733.355,35.700,,1.769.055,1.395.618,"2,95","78,9",192.759,"0,41",,
2021-01-29,01,Andalucía,324.180,6.800,,330.980,282.995,"3,34","85,5",67.511,"0,80",28/01/2021,
2021-01-29,02,Aragón,55.305,1.200,,56.505,53.937,"4,05","95,5",9.752,"0,73",28/01/2021,
2021-01-29,03,Asturias,58.235,1.200,,59.435,52.919,"5,21",89,16.266,"1,60",28/01/2021,
2021-01-29,04,Baleares,29.610,600,,30.210,25.041,"2,06","82,9",4.369,"0,36",28/01/2021,
2021-01-29,05,Canarias,64.320,1.300,,65.620,60.180,"2,68","91,7",8.772,"0,39",28/01/2021,
2021-01-29,06,Cantabria,27.645,500,,28.145,21.641,"3,72","76,9",924,"0,16",28/01/2021,
2021-01-29,07,Castilla y Leon,121.395,2.500,,123.895,114.743,"4,80","92,6",25.020,"1,05",28/01/2021,
2021-01-29,08,Castilla La Mancha,82.935,1.700,,84.635,77.765,"3,81","91,9",12.486,"0,61",28/01/2021,
2021-01-29,09,Cataluña,280.250,5.800,,286.050,222.572,"2,91","77,8",35.424,"0,46",28/01/2021,
2021-01-29,10,C. Valenciana,142.930,2.900,,145.830,112.272,"2,23",77,11.317,"0,22",28/01/2021,
2021-01-29,11,Extremadura,50.975,1.000,,51.975,41.961,"3,96","80,7",4.460,"0,42",28/01/2021,
2021-01-29,12,Galicia,87.865,1.800,,89.665,78.772,"2,92","87,9",20.268,"0,75",28/01/2021,
2021-01-29,17,La Rioja,14.105,200,,14.305,10.820,"3,42","75,6",1.592,"0,50",28/01/2021,
2021-01-29,13,Madrid,228.075,4.700,,232.775,183.458,"2,72","78,8",10.595,"0,16",28/01/2021,
2021-01-29,14,Murcia,59.225,1.200,,60.425,55.082,"3,65","91,2",9.264,"0,61",28/01/2021,
2021-01-29,15,Navarra,27.645,500,,28.145,22.430,"3,41","79,7",3.535,"0,54",28/01/2021,
2021-01-29,16,País Vasco,74.700,1.400,,76.100,53.839,"2,46","70,7",9.052,"0,41",28/01/2021,
2021-01-29,18,Ceuta,1.980,200,,2.180,1.828,"2,18","83,9",628,"0,75",28/01/2021,
2021-01-29,19,Melilla,1.980,200,,2.180,1.934,"2,29","88,7",631,"0,75",28/01/2021,
2021-01-29,00,España,1.733.355,35.700,,1.769.055,1.474.189,"3,11","83,3",251.866,"0,53",,
2021-02-01,01,Andalucía,324.180,6.800,,330.980,299.792,"3,53","90,6",78.640,"0,93",31/01/2021,
2021-02-01,02,Aragón,55.305,1.200,,56.505,55.292,"4,15","97,9",10.364,"0,78",31/01/2021,
2021-02-01,03,Asturias,58.235,1.200,,59.435,58.112,"5,72","97,8",19.475,"1,92",31/01/2021,
2021-02-01,04,Baleares,29.610,600,,30.210,25.559,"2,10","84,6",4.782,"0,39",30/01/2021,
2021-02-01,05,Canarias,64.320,1.300,,65.620,64.475,"2,87","98,3",11.501,"0,51",31/01/2021,
2021-02-01,06,Cantabria,27.645,500,,28.145,23.626,"4,06","83,9",2.737,"0,47",30/01/2021,
2021-02-01,07,Castilla y Leon,121.395,2.500,,123.895,124.225,"5,19","100,3",34.446,"1,44",31/01/2021,
2021-02-01,08,Castilla La Mancha,82.935,1.700,,84.635,84.605,"4,14",100,17.460,"0,85",31/01/2021,
2021-02-01,09,Cataluña,280.250,5.800,,286.050,256.555,"3,35","89,7",60.676,"0,79",31/01/2021,
2021-02-01,10,C. Valenciana,142.930,2.900,,145.830,136.109,"2,70","93,3",33.395,"0,66",31/01/2021,
2021-02-01,11,Extremadura,50.975,1.000,,51.975,47.342,"4,47","91,1",8.646,"0,82",31/01/2021,
2021-02-01,12,Galicia,87.865,1.800,,89.665,85.718,"3,18","95,6",27.098,"1,00",31/01/2021,
2021-02-01,17,La Rioja,14.105,200,,14.305,11.790,"3,73","82,4",2.490,"0,79",31/01/2021,
2021-02-01,13,Madrid,228.075,4.700,,232.775,190.943,"2,83",82,15.837,"0,23",31/01/2021,
2021-02-01,14,Murcia,59.225,1.200,,60.425,58.737,"3,89","97,2",11.293,"0,75",31/01/2021,
2021-02-01,15,Navarra,27.645,500,,28.145,25.116,"3,82","89,2",5.281,"0,80",31/01/2021,
2021-02-01,16,País Vasco,74.700,1.400,,76.100,57.262,"2,62","75,2",12.277,"0,56",31/01/2021,
2021-02-01,18,Ceuta,1.980,200,,2.180,1.890,"2,25","86,7",688,"0,82",29/01/2021,
2021-02-01,19,Melilla,1.980,200,,2.180,2.113,"2,51","96,9",806,"0,96",29/01/2021,
2021-02-01,00,España,1.733.355,35.700,,1.769.055,1.609.261,"3,40",91,357.892,"0,76",,
2021-02-02,01,Andalucía,324.180,6.800,,330.980,313.286,"3,69","94,7",90.764,"1,07",01/02/2021,
2021-02-02,02,Aragón,55.305,1.200,,56.505,56.482,"4,24",100,11.119,"0,84",01/02/2021,
2021-02-02,03,Asturias,58.235,1.200,,59.435,58.177,"5,73","97,9",19.503,"1,92",01/02/2021,
2021-02-02,04,Baleares,29.610,600,,30.210,25.963,"2,14","85,9",5.026,"0,41",01/02/2021,
2021-02-02,05,Canarias,64.320,1.300,,65.620,67.783,"3,02","103,3",14.647,"0,65",01/02/2021,
2021-02-02,06,Cantabria,27.645,500,,28.145,25.067,"4,30","89,1",4.261,"0,73",01/02/2021,
2021-02-02,07,Castilla y Leon,121.395,2.500,,123.895,126.362,"5,28",102,35.051,"1,47",01/02/2021,
2021-02-02,08,Castilla La Mancha,82.935,1.700,,84.635,88.888,"4,35",105,21.360,"1,05",01/02/2021,
2021-02-02,09,Cataluña,280.250,5.800,,286.050,261.562,"3,42","91,4",69.431,"0,91",01/02/2021,
2021-02-02,10,C. Valenciana,142.930,2.900,,145.830,147.945,"2,94","101,5",44.979,"0,89",01/02/2021,
2021-02-02,11,Extremadura,50.975,1.000,,51.975,49.703,"4,69","95,6",10.776,"1,02",01/02/2021,
2021-02-02,12,Galicia,87.865,1.800,,89.665,87.736,"3,25","97,8",29.065,"1,08",01/02/2021,
2021-02-02,17,La Rioja,14.105,200,,14.305,13.215,"4,18","92,4",3.478,"1,10",01/02/2021,
2021-02-02,13,Madrid,228.075,4.700,,232.775,199.495,"2,95","85,7",24.312,"0,36",01/02/2021,
2021-02-02,14,Murcia,59.225,1.200,,60.425,60.731,"4,02","100,5",12.580,"0,83",01/02/2021,
2021-02-02,15,Navarra,27.645,500,,28.145,26.779,"4,07","95,1",6.320,"0,96",01/02/2021,
2021-02-02,16,País Vasco,74.700,1.400,,76.100,59.582,"2,72","78,3",14.059,"0,64",01/02/2021,
2021-02-02,18,Ceuta,1.980,200,,2.180,1.950,"2,32","89,4",748,"0,89",01/02/2021,
2021-02-02,19,Melilla,1.980,200,,2.180,2.348,"2,79","107,7",1.040,"1,23",01/02/2021,
2021-02-02,00,España,1.733.355,35.700,,1.769.055,1.673.054,"3,53","94,6",418.519,"0,88",,
2021-02-03,01,Andalucía,400.230,16.600,,416.830,329.258,"3,88",79,104.529,"1,23",02/02/2021,
2021-02-03,02,Aragón,68.175,2.900,,71.075,61.036,"4,58","85,9",15.157,"1,14",02/02/2021,
2021-02-03,03,Asturias,69.935,2.900,,72.835,61.483,"6,05","84,4",22.227,"2,19",02/02/2021,
2021-02-03,04,Baleares,35.460,1.500,,36.960,26.240,"2,16",71,5.262,"0,43",02/02/2021,
2021-02-03,05,Canarias,79.530,3.200,,82.730,70.794,"3,15","85,6",17.129,"0,76",02/02/2021,
2021-02-03,06,Cantabria,33.495,1.300,,34.795,26.718,"4,59","76,8",5.861,"1,01",02/02/2021,
2021-02-03,07,Castilla y Leon,149.475,6.200,,155.675,132.496,"5,54","85,1",40.565,"1,70",02/02/2021,
2021-02-03,08,Castilla La Mancha,101.655,4.200,,105.855,92.702,"4,54","87,6",24.525,"1,20",02/02/2021,
2021-02-03,09,Cataluña,345.770,14.300,,360.070,273.724,"3,58",76,80.387,"1,05",02/02/2021,
2021-02-03,10,C. Valenciana,175.690,7.000,,182.690,162.563,"3,23",89,58.452,"1,16",02/02/2021,
2021-02-03,11,Extremadura,62.675,2.500,,65.175,52.880,"4,99","81,1",13.202,"1,25",02/02/2021,
2021-02-03,12,Galicia,108.925,4.500,,113.425,90.643,"3,36","79,9",31.725,"1,18",02/02/2021,
2021-02-03,17,La Rioja,17.615,600,,18.215,14.118,"4,47","77,5",4.301,"1,36",02/02/2021,
2021-02-03,13,Madrid,280.725,11.600,,292.325,211.857,"3,14","72,5",35.902,"0,53",02/02/2021,
2021-02-03,14,Murcia,73.265,3.000,,76.265,63.008,"4,18","82,6",14.117,"0,94",02/02/2021,
2021-02-03,15,Navarra,33.495,1.300,,34.795,28.199,"4,29",81,7.148,"1,09",02/02/2021,
2021-02-03,16,País Vasco,91.080,3.600,,94.680,62.679,"2,86","66,2",16.621,"0,76",02/02/2021,
2021-02-03,18,Ceuta,1.980,200,,2.180,2.008,"2,39","92,1",806,"0,96",02/02/2021,
2021-02-03,19,Melilla,1.980,200,,2.180,2.372,"2,81","108,8",1.062,"1,26",02/02/2021,
2021-02-03,00,España,2.131.155,87.600,,2.218.755,1.764.778,"3,73","79,5",498.978,"1,05",,
2021-02-04,01,Andalucía,400.230,16.600,,416.830,345.648,"4,07","82,9",117.953,"1,39",03/02/2021,
2021-02-04,02,Aragón,68.175,2.900,,71.075,65.979,"4,96","92,8",19.535,"1,47",03/02/2021,
2021-02-04,03,Asturias,69.935,2.900,,72.835,65.301,"6,43","89,7",25.710,"2,53",03/02/2021,
2021-02-04,04,Baleares,35.460,1.500,,36.960,29.366,"2,42","79,5",7.929,"0,65",03/02/2021,
2021-02-04,05,Canarias,79.530,3.200,,82.730,75.334,"3,36","91,1",20.260,"0,90",03/02/2021,
2021-02-04,06,Cantabria,33.495,1.300,,34.795,27.989,"4,81","80,4",7.122,"1,22",03/02/2021,
2021-02-04,07,Castilla y Leon,149.475,6.200,,155.675,138.856,"5,81","89,2",45.682,"1,91",03/02/2021,
2021-02-04,08,Castilla La Mancha,101.655,4.200,,105.855,97.353,"4,76",92,27.691,"1,36",03/02/2021,
2021-02-04,09,Cataluña,345.770,14.300,,360.070,285.829,"3,73","79,4",91.724,"1,20",03/02/2021,
2021-02-04,10,C. Valenciana,175.690,7.000,,182.690,172.754,"3,43","94,6",67.840,"1,35",03/02/2021,
2021-02-04,11,Extremadura,62.675,2.500,,65.175,56.839,"5,37","87,2",16.996,"1,60",03/02/2021,
2021-02-04,12,Galicia,108.925,4.500,,113.425,96.650,"3,58","85,2",37.572,"1,39",03/02/2021,
2021-02-04,17,La Rioja,17.615,600,,18.215,15.374,"4,86","84,4",5.433,"1,72",03/02/2021,
2021-02-04,13,Madrid,280.725,11.600,,292.325,226.074,"3,35","77,3",49.470,"0,73",03/02/2021,
2021-02-04,14,Murcia,73.265,3.000,,76.265,66.361,"4,40",87,16.462,"1,09",03/02/2021,
2021-02-04,15,Navarra,33.495,1.300,,34.795,29.954,"4,56","86,1",8.008,"1,22",03/02/2021,
2021-02-04,16,País Vasco,91.080,3.600,,94.680,65.194,"2,98","68,9",18.773,"0,86",03/02/2021,
2021-02-04,18,Ceuta,1.980,200,,2.180,2.104,"2,50","96,5",895,"1,07",03/02/2021,
2021-02-04,19,Melilla,1.980,200,,2.180,2.383,"2,83","109,3",1.067,"1,27",03/02/2021,
2021-02-04,00,España,2.131.155,87.600,,2.218.755,1.865.342,"3,94","84,1",586.122,"1,24",,
2021-02-05,01,Andalucía,400.230,16.600,,416.830,363.482,"4,28","87,2",131.693,"1,55",04/02/2021,
2021-02-05,02,Aragón,68.175,2.900,,71.075,72.656,"5,46","102,2",23.488,"1,76",04/02/2021,
2021-02-05,03,Asturias,69.935,2.900,,72.835,68.626,"6,76","94,2",28.740,"2,83",04/02/2021,
2021-02-05,04,Baleares,35.460,1.500,,36.960,31.496,"2,59","85,2",9.922,"0,82",04/02/2021,
2021-02-05,05,Canarias,79.530,3.200,,82.730,79.839,"3,56","96,5",24.049,"1,07",04/02/2021,
2021-02-05,06,Cantabria,33.495,1.300,,34.795,29.864,"5,13","85,8",8.806,"1,51",04/02/2021,
2021-02-05,07,Castilla y Leon,149.475,6.200,,155.675,151.008,"6,31",97,56.665,"2,37",04/02/2021,
2021-02-05,08,Castilla La Mancha,101.655,4.200,,105.855,102.033,"4,99","96,4",30.345,"1,49",04/02/2021,
2021-02-05,09,Cataluña,345.770,14.300,,360.070,308.695,"4,03","85,7",107.877,"1,41",04/02/2021,
2021-02-05,10,C. Valenciana,175.690,7.000,,182.690,182.225,"3,62","99,7",75.577,"1,50",04/02/2021,
2021-02-05,11,Extremadura,62.675,2.500,,65.175,61.952,"5,85","95,1",21.662,"2,04",04/02/2021,
2021-02-05,12,Galicia,108.925,4.500,,113.425,96.947,"3,59","85,5",37.720,"1,40",04/02/2021,
2021-02-05,17,La Rioja,17.615,600,,18.215,16.622,"5,26","91,3",6.521,"2,06",04/02/2021,
2021-02-05,13,Madrid,280.725,11.600,,292.325,246.003,"3,64","84,2",67.334,"1,00",04/02/2021,
2021-02-05,14,Murcia,73.265,3.000,,76.265,72.359,"4,79","94,9",20.388,"1,35",04/02/2021,
2021-02-05,15,Navarra,33.495,1.300,,34.795,31.446,"4,78","90,4",9.016,"1,37",04/02/2021,
2021-02-05,16,País Vasco,91.080,3.600,,94.680,68.359,"3,12","72,2",21.112,"0,96",04/02/2021,
2021-02-05,18,Ceuta,1.980,200,,2.180,2.156,"2,57","98,9",921,"1,10",04/02/2021,
2021-02-05,19,Melilla,1.980,200,,2.180,2.392,"2,84","109,7",1.073,"1,27",04/02/2021,
2021-02-05,00,España,2.131.155,87.600,,2.218.755,1.988.160,"4,20","89,6",682.909,"1,44",,
2021-02-08,01,Andalucía,400.230,16.600,,416.830,378.943,"4,47","90,9",143.552,"1,69",07/02/2021,
2021-02-08,02,Aragón,68.175,2.900,,71.075,74.650,"5,61",105,24.380,"1,83",07/02/2021,
2021-02-08,03,Asturias,69.935,2.900,,72.835,71.784,"7,07","98,6",31.467,"3,10",07/02/2021,
2021-02-08,04,Baleares,35.460,1.500,,36.960,35.683,"2,94","96,5",13.430,"1,11",07/02/2021,
2021-02-08,05,Canarias,79.530,3.200,,82.730,84.330,"3,76","101,9",28.158,"1,25",07/02/2021,
2021-02-08,06,Cantabria,33.495,1.300,,34.795,34.215,"5,88","98,3",12.427,"2,13",07/02/2021,
2021-02-08,07,Castilla y Leon,149.475,6.200,,155.675,161.020,"6,73","103,4",62.928,"2,63",07/02/2021,
2021-02-08,08,Castilla La Mancha,101.655,4.200,,105.855,104.988,"5,14","99,2",32.129,"1,57",07/02/2021,
2021-02-08,09,Cataluña,345.770,14.300,,360.070,317.222,"4,14","88,1",120.742,"1,58",07/02/2021,
2021-02-08,10,C. Valenciana,175.690,7.000,,182.690,190.902,"3,79","104,5",83.171,"1,65",07/02/2021,
2021-02-08,11,Extremadura,62.675,2.500,,65.175,68.006,"6,42","104,3",26.605,"2,51",07/02/2021,
2021-02-08,12,Galicia,108.925,4.500,,113.425,110.996,"4,11","97,9",51.424,"1,91",07/02/2021,
2021-02-08,17,La Rioja,17.615,600,,18.215,17.803,"5,63","97,7",7.561,"2,39",07/02/2021,
2021-02-08,13,Madrid,280.725,11.600,,292.325,266.831,"3,95","91,3",86.645,"1,28",07/02/2021,
2021-02-08,14,Murcia,73.265,3.000,,76.265,75.792,"5,02","99,4",24.312,"1,61",07/02/2021,
2021-02-08,15,Navarra,33.495,1.300,,34.795,34.273,"5,21","98,5",11.439,"1,74",07/02/2021,
2021-02-08,16,País Vasco,91.080,3.600,,94.680,72.979,"3,33","77,1",24.002,"1,10",07/02/2021,
2021-02-08,18,Ceuta,1.980,200,,2.180,2.218,"2,64","101,7",964,"1,15",07/02/2021,
2021-02-08,19,Melilla,1.980,200,,2.180,2.398,"2,85",110,1.071,"1,27",07/02/2021,
2021-02-08,00,España,2.131.155,87.600,,2.218.755,2.105.033,"4,45","94,9",786.407,"1,66",,
2021-02-09,01,Andalucía,400.230,16.600,34.500,451.330,390.077,"4,60","86,4",151.577,"1,79",08/02/2021,
2021-02-09,02,Aragón,68.175,2.900,5.400,76.475,75.586,"5,68","98,8",25.222,"1,89",08/02/2021,
2021-02-09,03,Asturias,69.935,2.900,4.200,77.035,72.787,"7,17","94,5",31.944,"3,15",08/02/2021,
2021-02-09,04,Baleares,35.460,1.500,4.800,41.760,36.655,"3,02","87,8",14.072,"1,16",08/02/2021,
2021-02-09,05,Canarias,79.530,3.200,8.900,91.630,85.250,"3,80","93,0",29.047,"1,29",08/02/2021,
2021-02-09,06,Cantabria,33.495,1.300,2.400,37.195,35.347,"6,07","95,0",13.470,"2,31",08/02/2021,
